Column A,Column B
"<div>Which of the following HF amateur bands include allocations for space stations?</div><div>BR</div> <div>A. 40 meters, 20 meters, 15 meters, and 10 meters</div><div>BR</div> <div>B. 30 meters, 17 meters, and 10 meters</div><div>BR</div> <div>C. Only 10 meters</div><div>BR</div> <div>D. Satellite operation is permitted on all HF bands</div><div>BR</div>","<div>Which of the following HF amateur bands include allocations for space stations?</div><div>BR</div> <div><font color=""#000000"">A. 40 meters, 20 meters, 15 meters, and 10 meters</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. 30 meters, 17 meters, and 10 meters</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Only 10 meters</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Satellite operation is permitted on all HF bands</font></div><div>BR</div>"
"<div>Which VHF amateur bands have frequencies authorized for space stations?</div><div>BR</div> <div>A. 6 meters and 2 meters</div><div>BR</div> <div>B. 6 meters, 2 meters, and 1.25 meters</div><div>BR</div> <div>C. 2 meters and 1.25 meters</div><div>BR</div> <div>D. 2 meters</div><div>BR</div>","<div>Which VHF amateur bands have frequencies authorized for space stations?</div><div>BR</div> <div><font color=""#d5dbdb"">A. 6 meters and 2 meters</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. 6 meters, 2 meters, and 1.25 meters</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. 2 meters and 1.25 meters</font></div><div>BR</div> <div><font color=""#000000"">D. 2 meters</font></div><div>BR</div>"
<div>Which UHF amateur bands have frequencies authorized for space stations?</div><div>BR</div> <div>A. 70 centimeters only</div><div>BR</div> <div>B. 70 centimeters and 13 centimeters</div><div>BR</div> <div>C. 70 centimeters and 33 centimeters</div><div>BR</div> <div>D. 33 centimeters and 13 centimeters</div><div>BR</div>,"<div>Which UHF amateur bands have frequencies authorized for space stations?</div><div>BR</div> <div><font color=""#d5dbdb"">A. 70 centimeters only</font></div><div>BR</div> <div><font color=""#000000"">B. 70 centimeters and 13 centimeters</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. 70 centimeters and 33 centimeters</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. 33 centimeters and 13 centimeters</font></div><div>BR</div>"
"<div>Which amateur stations are eligible to be telecommand stations of space stations, subject to the privileges of the class of operator license held by the control operator of the station?</div><div>BR</div> <div>A. Any amateur station approved by AMSAT</div><div>BR</div> <div>B. Any amateur station so designated by the space station licensee</div><div>BR</div> <div>C. Any amateur station so designated by the ITU</div><div>BR</div> <div>D. All these choices are correct</div><div>BR</div>","<div>Which amateur stations are eligible to be telecommand stations of space stations, subject to the privileges of the class of operator license held by the control operator of the station?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Any amateur station approved by AMSAT</font></div><div>BR</div> <div><font color=""#000000"">B. Any amateur station so designated by the space station licensee</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Any amateur station so designated by the ITU</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. All these choices are correct</font></div><div>BR</div>"
"<div>Which of the following amateur stations may transmit one-way communications?</div><div>BR</div> <div>A. A space station, beacon station, or telecommand station</div><div>BR</div> <div>B. A local repeater or linked repeater station</div><div>BR</div> <div>C. A message forwarding station or automatically controlled digital station</div><div>BR</div> <div>D. All these choices are correct </div><div>BR</div>","<div>Which of the following amateur stations may transmit one-way communications?</div><div>BR</div> <div><font color=""#000000"">A. A space station, beacon station, or telecommand station</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. A local repeater or linked repeater station</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. A message forwarding station or automatically controlled digital station</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. All these choices are correct </font></div><div>BR</div>"
"<div>For which types of out-of-pocket expenses do the Part 97 rules state that VEs and VECs may be reimbursed?</div><div>BR</div> <div>A. Preparing, processing, administering, and coordinating an examination for an amateur radio operator license</div><div>BR</div> <div>B. Teaching an amateur operator license examination preparation course</div><div>BR</div> <div>C. No expenses are authorized for reimbursement</div><div>BR</div> <div>D. Providing amateur operator license examination preparation training materials</div><div>BR</div>","<div>For which types of out-of-pocket expenses do the Part 97 rules state that VEs and VECs may be reimbursed?</div><div>BR</div> <div><font color=""#000000"">A. Preparing, processing, administering, and coordinating an examination for an amateur radio operator license</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Teaching an amateur operator license examination preparation course</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. No expenses are authorized for reimbursement</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Providing amateur operator license examination preparation training materials</font></div><div>BR</div>"
<div>Who is tasked by Part 97 with maintaining the pools of questions for all US amateur license examinations?</div><div>BR</div> <div>A. The VEs</div><div>BR</div> <div>B. The FCC</div><div>BR</div> <div>C. The VECs</div><div>BR</div> <div>D. The ARRL</div><div>BR</div>,"<div>Who is tasked by Part 97 with maintaining the pools of questions for all US amateur license examinations?</div><div>BR</div> <div><font color=""#d5dbdb"">A. The VEs</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. The FCC</font></div><div>BR</div> <div><font color=""#000000"">C. The VECs</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. The ARRL</font></div><div>BR</div>"
"<div>What is a Volunteer Examiner Coordinator?</div><div>BR</div> <div>A. A person who has volunteered to administer amateur operator license examinations</div><div>BR</div> <div>B. An organization paid by the volunteer examiner team to publicize and schedule examinations</div><div>BR</div> <div>C. An organization that has entered into an agreement with the FCC to coordinate, prepare, and administer amateur operator license examinations</div><div>BR</div> <div>D. The person who has entered into an agreement with the FCC to be the VE session manager</div><div>BR</div>","<div>What is a Volunteer Examiner Coordinator?</div><div>BR</div> <div><font color=""#d5dbdb"">A. A person who has volunteered to administer amateur operator license examinations</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. An organization paid by the volunteer examiner team to publicize and schedule examinations</font></div><div>BR</div> <div><font color=""#000000"">C. An organization that has entered into an agreement with the FCC to coordinate, prepare, and administer amateur operator license examinations</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. The person who has entered into an agreement with the FCC to be the VE session manager</font></div><div>BR</div>"
"<div>What is required to be accredited as a Volunteer Examiner?</div><div>BR</div> <div>A. Each General, Advanced and Amateur Extra class operator is automatically accredited as a VE when the license is granted</div><div>BR</div> <div>B. The amateur operator applying must pass a VE examination administered by the FCC Enforcement Bureau</div><div>BR</div> <div>C. The prospective VE must obtain accreditation from the FCC</div><div>BR</div> <div>D. A VEC must confirm that the VE applicant meets FCC requirements to serve as an examiner</div><div>BR</div>","<div>What is required to be accredited as a Volunteer Examiner?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Each General, Advanced and Amateur Extra class operator is automatically accredited as a VE when the license is granted</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. The amateur operator applying must pass a VE examination administered by the FCC Enforcement Bureau</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. The prospective VE must obtain accreditation from the FCC</font></div><div>BR</div> <div><font color=""#000000"">D. A VEC must confirm that the VE applicant meets FCC requirements to serve as an examiner</font></div><div>BR</div>"
<div>What must the VE team do with the application form if the examinee does not pass the exam?</div><div>BR</div> <div>A. Maintain the application form with the VEC’s records</div><div>BR</div> <div>B. Return the application document to the examinee</div><div>BR</div> <div>C. Send the application form to the FCC and inform the FCC of the grade</div><div>BR</div> <div>D. Destroy the application form</div><div>BR</div>,"<div>What must the VE team do with the application form if the examinee does not pass the exam?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Maintain the application form with the VEC’s records</font></div><div>BR</div> <div><font color=""#000000"">B. Return the application document to the examinee</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Send the application form to the FCC and inform the FCC of the grade</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Destroy the application form</font></div><div>BR</div>"
<div>Who is responsible for the proper conduct and necessary supervision during an amateur operator license examination session?</div><div>BR</div> <div>A. The VEC coordinating the session</div><div>BR</div> <div>B. The designated monitoring VE</div><div>BR</div> <div>C. Each administering VE</div><div>BR</div> <div>D. Only the VE session manager</div><div>BR</div>,"<div>Who is responsible for the proper conduct and necessary supervision during an amateur operator license examination session?</div><div>BR</div> <div><font color=""#d5dbdb"">A. The VEC coordinating the session</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. The designated monitoring VE</font></div><div>BR</div> <div><font color=""#000000"">C. Each administering VE</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Only the VE session manager</font></div><div>BR</div>"
